# 결정 칸에 셋 중 하나를 적으세요 — 후보는 참고일 뿐 고를 필요 없습니다
#   재료명   우리 사전(525종)에 있는 이름. 예) 매실액 → 매실청
#   X        재료가 아님 (도구·용기·소모품)
#   NEW      사전에 없는 새 재료. 예) 물 · 밥 · 육수
# 양념/식재료 같은 분류는 적지 않습니다 — 역할은 P4 가 자동 판정합니다
# 쓸 수 있는 이름 목록:  bench/out/dictionary.tsv
순위	빈도	누적%	표현	결정	후보1	후보2	후보3	비고
1929	5	66.3	불고기용 돼지고기		불고기용소고기	돼지고기다짐육	오리고기	
1930	5	66.3	무우 중간크기		생강	청각	중면	
1931	5	66.3	데운 우유		우엉	문어	분유	
1932	5	66.4	오징어 작은것		오징어젓	오징어	오징어채	
1933	5	66.4	메츄리알		메추리알	날치알	또띠아	
1934	5	66.4	돼지고기 앞다리		돼지고기	앞다리살	돼지고기다짐육	
1935	5	66.4	건파슬리가루		파슬리	건포도	메밀가루	구조 차단: unrelated
1936	5	66.4	허브맛 솔트		맛소금	맛살	맛술	
1937	5	66.4	파채칼		칼국수면			
1938	5	66.4	돼지호박		호박씨	돼지고기	돼지갈비	
1939	5	66.4	매운 칠리 고추		칠리소스	올리고당	고운고춧가루	
1940	5	66.4	샐러드접시		셀러리			
1941	5	66.4	마늘 다지기		다진마늘	마늘	마늘종	
1942	5	66.4	볶음탕용 닭		통닭	떡볶이떡	찌개용두부	
1943	5	66.4	생강청 1술		생강	생강즙	다진생강	
1944	5	66.4	구운 달걀		달걀흰자	달걀노른자	달래	
1945	5	66.4	대파 초록 부분		대파	중력분	강력분	
1946	5	66.4	돈나물		물엿	물만두	돈까스소스	
1947	5	66.4	무 나박썬 것		호박씨	애호박	건고추	
1948	5	66.4	새우중하		새우젓	새우	건새우	
1949	5	66.5	신김치묵은지		파김치	갓김치	백김치	
1950	5	66.5	기름 넉넉하게		참기름	들기름	고추기름	
1951	5	66.5	생강 마늘크기로		생강	생강즙	마늘	
1952	5	66.5	소고기 불고기		불고기용소고기	소고기다시다	소고기다짐육	
1953	5	66.5	매실 엑기스		매실	매실청	실파	
1954	5	66.5	김칫 국물		파김치	갓김치	백김치	
1955	5	66.5	​양파		양파가루	양지	양배추	
1956	5	66.5	간장 자작하게		간장	진간장	국간장	
1957	5	66.5	키조개관자		키조개	모시조개	양조간장	
1958	5	66.5	갈릭파우더		코코아파우더	베이킹파우더	아욱	
1959	5	66.5	샌드위치용햄		불고기용소고기	국거리용소고기	곤드레	
1960	5	66.5	다시마 3*5cm		다시마	다시다	소고기다시다	
1961	5	66.5	발사믹 드레싱		발사믹식초	곤드레	족발	
1962	5	66.5	밀떡볶이		떡볶이떡	찹쌀떡	메밀	
1963	5	66.5	스탠믹싱볼		발사믹식초	현미	이스트	
1964	5	66.5	과메기		번데기			
1965	5	66.5	참기름 생략가능		참기름	들기름	고추기름	
1966	5	66.5	모듬해물		물엿	고등어	소등심	
1967	5	66.6	시판 사골육수		멸치육수	사과	죽순	
1968	5	66.6	다진마늘 1+		다진마늘	마늘	다진파	
1969	5	66.6	감태		감자	감자전분		
1970	5	66.6	닭 9호		닭봉	통닭	닭발	
1971	5	66.6	쌀뜨물물		물만두	찹쌀떡	쌀	
1972	5	66.6	고기육수		멸치육수	사골육수	소고기	
1973	5	66.6	노란색파프리카		파프리카가루	토란	토란대	
1974	5	66.6	황치즈가루		체다치즈	고다치즈	브리치즈	
1975	5	66.6	무가당 요거트		그릭요거트	플레인요거트	만가닥버섯	
1976	5	66.6	닭 한마리		닭다리	로즈마리	닭다리살	
1977	5	66.6	고추장아찌		고추장	초고추장	장어	
1978	5	66.6	감자 소		감자	쌈장	감자전분	
1979	5	66.6	꿀설탕		꿀	굴소스	알타리무	
1980	5	66.6	생김		생강	생강즙	다진생강	
1981	5	66.6	건표고버섯 생략가능		건표고버섯	표고버섯	능이버섯	
1982	5	66.6	당근 3cm		당근	근대	망고	
1983	5	66.6	이태리파슬리		콜리플라워	파스타면	슬라이스햄	
1984	5	66.7	식물성기름		국물용멸치	물	식초	
1985	5	66.7	부추 크게		부추	후추	부채살	
1986	5	66.7	다시마맛간장		다시마	진간장	국간장	
1987	5	66.7	임연수		임연수어	라임	연어	
1988	5	66.7	대파뿌리 생략가능		대파	마늘	생수	
1989	5	66.7	알타리		알타리무	느타리버섯	미나리	
1990	5	66.7	돼지고기등갈비		돼지고기	돼지갈비	돼지고기다짐육	
1991	5	66.7	감		감자	감자전분		
1992	5	66.7	생크림요거트		생크림	그릭요거트	휘핑크림	
1993	5	66.7	고기 삶은 육수		사골육수	멸치육수	소고기다짐육	
1994	5	66.7	머위					
1995	5	66.7	모듬전		전분	전복	고등어	
1996	5	66.7	골뱅이통조림 국물		골뱅이	국물용멸치	냉이	
1997	5	66.7	말린호박		호박씨	달래	살라미	구조 차단: sibling
1998	5	66.7	조리용필러		국거리용소고기	불고기용소고기	보리	
1999	5	66.7	매실 원액		매실	매실청	실파	
2000	5	66.7	동죽 조개		키조개	모시조개	조기	
